Fecha,Concepto,Cantidad,Tipo
2026-04-01,Hogar - Seguro hogar,27.0,Gasto
2026-04-01,Hogar - Hipoteca,209.0,Gasto
2026-04-01,Deporte - Deporte,45.0,Gasto
2026-04-01,Deporte - Deporte,15.0,Gasto
2026-05-01,Hogar - Seguro vida,18.0,Gasto
2026-05-01,Hogar - Cuenta,200.0,Gasto
2026-05-01,Hogar - Hipoteca,209.0,Gasto
2026-05-01,Hogar - Seguro hogar,27.0,Gasto
2026-05-01,Plataformas - Otras,30.0,Gasto
2026-05-01,Transporte,30.0,Gasto
2026-05-01,Transporte,20.0,Gasto
2026-05-01,Nómina,1900.0,Ingreso
2026-05-01,Deporte - Deporte,45.0,Gasto
2026-05-01,Deporte - Deporte,15.0,Gasto
2026-05-01,Ocio,30.0,Gasto
2026-06-01,Hogar - Cuenta,200.0,Gasto
2026-06-01,Hogar - Seguro hogar,27.0,Gasto
2026-06-01,Nómina,2816.0,Ingreso
2026-06-01,Compras - Ropa y calzado,80.0,Gasto
2026-06-01,Ocio - Comedor,20.0,Gasto
2026-06-01,Impuestos y Renta,103.0,Gasto
2026-06-01,Hogar - Hipoteca,209.0,Gasto
2026-06-01,Hogar - Seguro vida,18.0,Gasto
2026-06-01,Transporte,30.0,Gasto
2026-06-01,Deporte - Deporte,15.0,Gasto
2026-06-01,Deporte - Deporte,45.0,Gasto
2026-06-01,Plataformas - Otras,30.0,Gasto
2026-07-01,Compras,100.0,Gasto
2026-07-01,Ocio,50.0,Gasto
2026-07-01,Deporte - Deporte,45.0,Gasto
2026-07-01,Hogar - Hipoteca,209.0,Gasto
2026-07-01,Hogar - Seguro vida,18.0,Gasto
2026-07-01,Hogar - Seguro hogar,27.0,Gasto
2026-07-01,Hogar - Cuenta,200.0,Gasto
2026-07-01,Deporte - Deporte,15.0,Gasto
2026-07-01,Transporte,30.0,Gasto
2026-07-01,Plataformas - Otras,30.0,Gasto
"2026-07-22,""Ocio - Restaurantes"",9.00,Gasto"
2026-07-24,"Ocio - Celebraciones",51,Gasto
2026-07-24,"Ocio - Restaurantes",17,Gasto
2026-07-25,"Ocio - Restaurantes",40,Gasto
2026-07-29,"Hogar - Otro",200,Gasto
2026-07-30,"Nómina",1455,Ingreso
2026-08-01,"Hogar - Hipoteca",209,Gasto
2026-08-01,"Hogar - Seguro de vida",18,Gasto
2026-08-01,"Hogar - Seguro de hogar",27,Gasto
2026-08-01,"Hogar - Otro",200,Gasto
2026-08-01,"Deporte - Gym",15,Gasto
2026-08-01,"Deporte - Fisioterapeuta",45,Gasto
2026-08-01,"Plataformas",20,Gasto
2026-08-03,"Hogar - Otro",73,Gasto
2026-08-04,"Transporte - Otro",30,Gasto
2026-08-06,"Ocio - Restaurantes",33,Gasto
2026-08-07,"Transporte - Combustible",10,Gasto
2026-08-08,"Ocio - Celebraciones",14,Gasto
2026-08-08,"Deporte - Ropa y accesorios",24,Gasto
2026-08-19,"Viajes",424,Gasto
2026-08-24,"Ocio - Comida a domicilio",20,Gasto
2026-08-24,"Regalo",50,Gasto
2026-08-28,"Nómina",2622,Ingreso
2026-08-28,"Ocio - Celebraciones",35,Gasto
